nome,sexo,id,origem,idade,salario,credito,tempo,regiao,estadocivil,educacao,nprodutos,pagamento,maxatraso
FRANCISCA C.,feminino,4vzpun6hmqnm9usrzld8j9xpi8joe0,8018612714,23.0,40821.0,546.9,11,sudeste,separado(a),fundamental,3,transferência,14
NATALIA R.,feminino,grqpspm609jgl5e3ze6b1hwiqsole6,,43.0,63396.0,604.4,54,nordeste,solteiro(a),,0,cartão de crédito,4
CAMILA W.,feminino,m73tm7j42m56jihq4hef67jvfthp9m,9152301556,41.0,65890.0,374.2,58,norte,solteiro(a),graduado,1,cartão de crédito,15
LUANA B.,feminino,u4fso7ea3ttou96w3pds6m4hswmd6i,3645137460,39.0,63141.0,,36,nordeste,solteiro(a),médio,1,cartão de crédito,11
VITORIA V.,feminino,i2uipid9ko9xt3bupsjeixd0upxjr8,,31.0,60532.0,546.3,50,sudeste,casado(a),médio,0,boleto,18
NATALIA O.,feminino,pso3dz02j9o5ufljur9ognwitccp8t,2233297495,42.0,44613.0,556.8,32,sudeste,casado(a),fundamental,2,pix,7
GABRIELA L.,feminino,ii93jc5guim9b2jvd5f33nx0akin2w,0990929854,29.0,35210.0,559.5,24,norte,solteiro(a),outros,1,cartão de crédito,0
RITA G.,feminino,nkj39gcsafv7nskt7uus9ftx9zf1oz,,30.0,40940.0,375.5,24,nordeste,casado(a),médio,1,cartão de crédito,3
ALINE H.,feminino,9ihmn0ob88utaxjn82ax6ru0vvjpfb,,43.0,75460.0,757.8,30,centro-oeste,solteiro(a),fundamental,0,cartão de débito,9
LARISSA B.,feminino,bqdie03927kei217eha2kz0nkq0h56,9277006750,33.0,43799.0,416.8,39,centro-oeste,casado(a),graduado,2,cartão de débito,9
SANDRA K.,feminino,5whf8z0dxcj1i9auhg0e6129zn0gpq,2676695796,23.0,38863.0,426.8,21,sudeste,divorciado(a),graduado,1,boleto,0
DEBORA A.,feminino,uszug59cjtmqa0i3d9alz5djs7wegv,,,62626.0,633.2,22,centro-oeste,separado(a),outros,0,boleto,0
JOSE X.,feminino,h1uruxpw690e0mu6bbma9dxml6mb1r,2435942006,37.0,82295.0,570.6,25,sudeste,solteiro(a),,4,cartão de crédito,9
LUCIANA S.,feminino,kq83atk1ckqaniah9bwnabv47ar80j,,45.0,25757.0,691.1,40,nordeste,casado(a),fundamental,1,pix,12
VITORIA G.,feminino,f7hsfws3c2imq3943tdnskr7d8q98v,6060064826,28.0,34079.0,274.1,24,nordeste,casado(a),fundamental,0,cartão de débito,4
LETICIA N.,feminino,so1di82su2esj1nx9oq9zn9m3jxaji,,54.0,71021.0,,26,sudeste,casado(a),graduado,1,cartão de crédito,6
DEBORA K.,feminino,x1eciozc84puwug84wpacv9sqv70e6,,40.0,77629.0,601.8,57,sudeste,solteiro(a),graduado,0,pix,0
ISABEL I.,feminino,iwqevmhv8qx0gqqdij6b42pomwhkgc,8651256288,,86600.0,839.0,35,sudeste,divorciado(a),fundamental,0,boleto,1
PATRICIA F.,feminino,zrkudtt2em9psbfidnri837gmrgl8l,3094550214,,62651.0,542.9,65,sudeste,casado(a),médio,1,pix,0
APARECIDA F.,feminino,j4zh8s6agjuxrkaw9qe4s27ch3vptw,4802467944,36.0,36962.0,701.2,29,nordeste,solteiro(a),pós-graduado,1,cartão de débito,0
BRUNA P.,feminino,wgni67t72hj6mn0l19c3ei3vdbthj7,7936207060,24.0,61631.0,603.9,45,norte,solteiro(a),,1,cartão de crédito,0
JESSICA S.,feminino,u6drone0at4su400xri780xhnol12f,7232588067,,33483.0,261.1,12,nordeste,solteiro(a),fundamental,0,pix,12
MARCIA F.,feminino,iesrfbwmwee8rpvkhftzhk1frakfg2,6606562157,30.0,49560.0,545.8,17,sul,casado(a),fundamental,0,cartão de débito,5
GABRIELA K.,feminino,9lhe4h8ln59sp3397jhknjf7oeqm65,7906685675,40.0,84062.0,435.4,35,nordeste,solteiro(a),outros,1,pix,0
LARISSA R.,feminino,80gn6kqwr7zbe97hj234m7w6rxuoox,4435863976,,58973.0,368.6,33,norte,solteiro(a),outros,4,cartão de crédito,0
ANTONIA D.,feminino,hxzoujb5hp5tg4q4uz5v6jrfbqvov1,,42.0,88687.0,764.6,73,norte,solteiro(a),médio,1,cartão de débito,13
ROSA F.,feminino,nxvfgt3sdbbt9658qlmdi6ab2ks2ub,9715407541,43.0,66033.0,,29,nordeste,solteiro(a),fundamental,1,cartão de crédito,3
JULIA S.,feminino,ob5w1zi4sqw05wtdzfhros5wjt3wnk,2021996381,19.0,34974.0,580.9,27,sul,solteiro(a),médio,1,cartão de crédito,2
SONIA Z.,feminino,earzbaf69ax8mxnfiig5xorx3nnnje,2486169352,,65388.0,530.8,33,sudeste,separado(a),,1,cartão de crédito,3
GABRIEL B.,feminino,ocgis95c1zufpx4a2283ppr9oifz6m,0270688625,39.0,76881.0,,27,sudeste,divorciado(a),fundamental,1,cartão de débito,1
TAIS B.,feminino,qdcrot937mguocku5ukmhnobo5xrix,1272891026,36.0,71491.0,608.9,24,sudeste,separado(a),fundamental,2,cartão de débito,2
ANA U.,feminino,auhcho1oit4s7onbxrz3a547a12eb4,9071631184,62.0,98594.0,694.1,76,sudeste,divorciado(a),outros,0,boleto,0
CRISTIANE M.,feminino,7opk6v2h0m9pudwnwgmcrz71o0z6p0,4634648561,46.0,53846.0,674.8,43,sudeste,solteiro(a),graduado,1,boleto,0
LUIZ Z.,feminino,84t1sxaa78jdb7focb2r19f67jg8a0,,,88692.0,731.8,53,sudeste,solteiro(a),médio,3,boleto,4
BRUNA O.,feminino,judupz0l4fal60a24x82r506karbg8,9648333186,31.0,52789.0,373.6,34,sudeste,solteiro(a),,0,cartão de débito,7
SUELI O.,feminino,madn46upo755fuea5n26p4kgbi0hrl,,53.0,75133.0,574.2,110,nordeste,casado(a),outros,1,pix,0
LUANA N.,feminino,zl2lm0hl1vl4plrhf8ublzdz26cqft,7804317549,30.0,63592.0,469.4,33,centro-oeste,casado(a),fundamental,0,cartão de débito,0
CARLA I.,feminino,0xbm0ssipj26kan7rnsaeg7ia2fl6o,0621858344,46.0,77953.0,689.6,63,sudeste,casado(a),graduado,0,cartão de crédito,0
CAMILA M.,feminino,2bmh1nfkbzcvm5zlzz22azjut6igou,,32.0,76612.0,315.2,39,sudeste,casado(a),outros,0,pix,13
NATALIA O.,feminino,vi0nsiesa40wdzkf31datsokma3s43,,,40649.0,597.3,77,sudeste,casado(a),outros,4,cartão de crédito,11
JULIANA D.,feminino,d0kranqba4n8ol1bc66dwtjsd7swqi,1575865722,50.0,75989.0,601.6,61,sudeste,solteiro(a),graduado,2,boleto,0
ELIAS T.,feminino,pvcg0r6jgchmswz7jgl88ekliuq4fw,,31.0,38846.0,649.9,26,sul,casado(a),médio,2,cartão de crédito,9
DANIELA C.,feminino,u42bv9spesgbo5a9jwdolu7lc6mrct,,32.0,46892.0,407.4,20,nordeste,casado(a),,3,pix,21
ALINE T.,feminino,tabg3jnnf4bte2zthdi51oqdef16tj,8719539994,55.0,80291.0,614.3,39,nordeste,casado(a),outros,1,cartão de crédito,0
GABRIEL M.,feminino,1q6aqs2wg4welrfwhxmrkpqk56zqea,,30.0,58642.0,334.7,34,sudeste,casado(a),fundamental,1,cartão de débito,6
ISABEL W.,feminino,6l7w28q2p9xqck8gsnji15s4x11c4b,,24.0,41244.0,391.7,43,nordeste,casado(a),,2,cartão de crédito,2
DANIELA A.,feminino,os0vvrfkuc88ustzue6cntp54dfoch,2942645703,28.0,49807.0,,14,sul,divorciado(a),fundamental,1,cartão de débito,0
ISABEL H.,feminino,kqse9tldg4kwra1xagbiami6xfdlbr,,27.0,59131.0,555.8,29,nordeste,casado(a),fundamental,2,cartão de crédito,10
ALESSANDRA O.,feminino,51zcl7q7bgg9tg739sgza6g3hk133q,5537487348,33.0,27500.0,328.2,33,sudeste,casado(a),médio,2,boleto,14
GABRIELA F.,feminino,p8df60w878avtqonq20qqtxaw3nhzs,2264667617,34.0,37024.0,586.7,15,sudeste,separado(a),médio,0,boleto,15
ADRIANA Q.,feminino,x07pfve6cs11i2m7nv5d4j3z6ogx2v,7963810016,30.0,39648.0,425.7,20,nordeste,casado(a),pós-graduado,0,pix,11
NATALIA S.,feminino,zffn962hkwncfzwjalupxu5g2gbbcg,,42.0,63544.0,357.7,93,sudeste,divorciado(a),fundamental,0,cartão de crédito,1
MANOEL F.,feminino,xcqs5ccizm41eoepm01rpdxhpu50r0,,29.0,47612.0,386.1,25,nordeste,casado(a),médio,1,pix,0
TEREZA X.,feminino,itajhgk31hzwboxm15r6aco9lg0ef6,,41.0,29947.0,765.2,37,sudeste,casado(a),fundamental,1,cartão de crédito,0
SIMONE R.,feminino,ikk09s3f2stvtooh3opa3tdk3h1dw7,8298164172,43.0,51231.0,546.0,31,nordeste,solteiro(a),médio,0,cartão de crédito,13
LUANA P.,feminino,7wtubawrp1kngmakviaxqcu0mhud9k,5464532337,,47810.0,383.2,48,nordeste,divorciado(a),graduado,2,cartão de crédito,0
APARECIDA D.,feminino,so5cq6270rdusxhrbpp2u53o1r9i3k,3153441751,22.0,64239.0,220.9,25,sudeste,casado(a),fundamental,4,cartão de débito,6
APARECIDA S.,feminino,5sis4n7e4s9qrq235zdapavqjqj8jo,0449721837,34.0,43050.0,,23,sudeste,solteiro(a),outros,2,pix,3
TAIS K.,feminino,jc8eo0a2dxcj3wp4502x0bz1adidj8,1106634089,30.0,46584.0,597.8,44,sudeste,casado(a),médio,1,boleto,7
ERICA E.,feminino,6qort39k1c4067uvu3f76dfu2wivla,,33.0,46929.0,513.1,86,sudeste,separado(a),médio,3,boleto,0
RITA Q.,feminino,jl6bgw03p9362345fdsao8kgowza9g,,49.0,97718.0,551.8,59,sudeste,solteiro(a),fundamental,0,boleto,9
FRANCISCA O.,feminino,g6khzz12dwrdtnb1upixvdl5xeemrn,1108312924,27.0,55734.0,295.2,31,sudeste,casado(a),fundamental,1,boleto,0
LUIZA I.,feminino,h9s3ekswz01mpmt70xp9lttibbvdpb,7350978375,40.0,73329.0,754.3,71,nordeste,divorciado(a),pós-graduado,1,cartão de débito,6
BEATRIZ R.,feminino,mik4b9c5iua1xpv743fzzdor79ares,1268590735,32.0,31125.0,302.1,24,sul,casado(a),graduado,2,cartão de crédito,13
ROSANGELA T.,feminino,zh5wa70g8hdmmghevqz6vkqsvxv0h4,,42.0,30892.0,488.7,16,nordeste,casado(a),fundamental,2,cartão de crédito,5
SUELI U.,feminino,zdj7q062695vs7zife8xtp8vhi5n0a,,75.0,54701.0,748.4,84,centro-oeste,solteiro(a),médio,0,pix,0
ADRIANA Z.,feminino,fxj1vbjez7gikfqr19dmzus4r6x5j8,,37.0,41257.0,316.1,59,sudeste,divorciado(a),,2,cartão de crédito,8
MARLENE N.,feminino,ehwilu2zf802wa1w7ea6avpt9ikotp,7873835528,38.0,38663.0,423.3,24,sudeste,casado(a),,1,cartão de débito,0
GABRIEL C.,feminino,q1x3o3qmw6eb9hgeg7w8qes33n2xvq,4715773152,48.0,85350.0,753.7,25,nordeste,divorciado(a),graduado,2,boleto,4
VERA P.,feminino,w7dn4rrvlkm2tzljbqmxjpii5vhq68,6696591950,46.0,41192.0,506.2,40,sudeste,casado(a),graduado,3,pix,5
ANA O.,feminino,12dl9h8rotoenfggvdcomr98v8xh6u,6044606961,26.0,43676.0,,26,sul,casado(a),médio,0,cartão de débito,0
GABRIELA E.,feminino,bfxe00vrptleidu6ekxjiff07fd53a,,24.0,55516.0,444.3,41,sul,casado(a),,3,pix,0
GABRIELA P.,feminino,gsfkfgf7z7mlrbgkqjb7t48kpa51u0,5749270772,28.0,43665.0,643.2,12,nordeste,casado(a),fundamental,1,cartão de débito,3
ROSA B.,feminino,aelde191hobo98bg2kow69kxpxcej7,,36.0,44108.0,555.1,42,sudeste,casado(a),outros,1,cartão de débito,0
JAQUELINE T.,feminino,icpgtjquc5brkmv025u2dm7jaa46o1,1380903933,,81997.0,507.8,54,sudeste,solteiro(a),fundamental,1,boleto,0
TEREZINHA A.,feminino,bo8qizeu2w1irzhxaivc2jkgvtzabi,,,39512.0,477.5,22,sudeste,solteiro(a),fundamental,1,cartão de crédito,10
SANDRA I.,feminino,noua7nogi3wfjdrphtfjrzn2vjx9wq,0218684310,,48161.0,518.3,52,sudeste,viúvo(a),médio,1,boleto,10
RITA T.,feminino,76x6tria65vpd1hvsvbksg8fr6wrsb,,37.0,66642.0,530.5,62,sudeste,casado(a),fundamental,1,cartão de crédito,10
RENATA M.,feminino,bbh6rmf4z0ex6l3mt3bgwwoj9cms55,,33.0,36594.0,308.9,19,sudeste,casado(a),fundamental,3,boleto,9
ROSA P.,feminino,jxshhzb6n64x83cd7u4ec4pxbun24a,5267529590,28.0,56333.0,562.6,41,sudeste,divorciado(a),médio,2,cartão de crédito,14
ANTONIA S.,feminino,ue8aggq2osex21gztdzlousbe6320b,,34.0,51875.0,399.5,49,sudeste,divorciado(a),outros,0,boleto,0
LUIZ I.,feminino,ei0lfzrekvvk7llxpkd10zpt60o496,5427381493,29.0,49199.0,616.2,18,sul,casado(a),médio,1,cartão de débito,11
VITORIA T.,feminino,omk81vc22ed1kgaio23r5ochst1ksf,,42.0,78452.0,386.7,48,sudeste,solteiro(a),pós-graduado,2,cartão de crédito,0
TEREZINHA R.,feminino,cb6drpjcnv35q1e9dt6qz4239g7ae3,,28.0,49515.0,452.8,41,sudeste,casado(a),graduado,0,cartão de crédito,7
GABRIEL W.,feminino,cbl3tusfxwcjapvs9mktiwanzxoavj,9223846192,40.0,36540.0,417.6,48,nordeste,casado(a),graduado,3,boleto,18
ANTONIA G.,feminino,2gbk7tl9ma8dewpite0bsremcra4f3,8221190078,31.0,60456.0,347.3,30,nordeste,casado(a),,0,pix,4
APARECIDA U.,feminino,khl8k1texd8nrswfld125nl2q6d1tm,,24.0,32685.0,484.0,20,sudeste,casado(a),,2,pix,0
DEBORA P.,feminino,dhddh62b0rj5k8lwes7p54scivzo80,2272195242,41.0,66104.0,400.4,54,sudeste,solteiro(a),médio,1,pix,0
LETICIA F.,feminino,2oqq9xunhp23deeqz7fbhuecaq7b3v,5780165988,49.0,89574.0,806.2,37,sudeste,divorciado(a),,2,cartão de crédito,0
JULIANA J.,feminino,ppiq2j92dj6zeawcqvuqv4d6s1fq10,0906461818,65.0,77339.0,569.1,72,sudeste,casado(a),médio,2,cartão de crédito,10
JULIA B.,feminino,5ri42ze99jenh4nlzmdz5mze1g8h9s,9520020259,34.0,52542.0,371.8,104,nordeste,solteiro(a),fundamental,2,boleto,7
DANIEL O.,feminino,20uljou6az1quo62sxuuhudb76ijr7,4350971507,37.0,83397.0,634.2,26,sudeste,divorciado(a),médio,2,cartão de crédito,9
ROSANGELA X.,feminino,96eln01jdjlrs1m7b4fh4l8riwedgb,2345085485,27.0,37543.0,,33,nordeste,casado(a),graduado,0,boleto,0
CRISTIANE C.,feminino,cp9902zpzkh7abxsjok9rotzdd46l2,3668345006,25.0,69153.0,330.6,23,sul,solteiro(a),,2,cartão de crédito,14
ISABEL E.,feminino,1j399z0vbk58zet5rpuwphuzvz6qo1,2387222348,50.0,43227.0,460.7,19,sudeste,solteiro(a),fundamental,0,cartão de crédito,6
LETICIA L.,feminino,whlz47c7l3kmuavnk2ud6koas930jv,0889065105,41.0,75599.0,383.6,36,sudeste,solteiro(a),fundamental,0,pix,12
LUIZA N.,feminino,0t8hzcgmwzovpigwzulqfupigq6ivr,4122472106,27.0,56365.0,521.2,37,sudeste,solteiro(a),fundamental,0,pix,0
ADRIANA S.,feminino,z94n3p3l6mkjgdjekgcjrrhtno45sm,,32.0,41698.0,379.9,73,sudeste,casado(a),graduado,4,transferência,7
AMANDA H.,feminino,b7evxghtw32mom4c4o9twwupli2bld,1062613448,25.0,67015.0,228.9,31,sudeste,casado(a),,1,cartão de débito,9
ROSANGELA P.,feminino,rxgav583wso1czn4c0vbv6auohzrvi,,34.0,38204.0,294.5,34,sudeste,separado(a),graduado,1,cartão de crédito,6
GABRIEL F.,feminino,7uwkjizb9qffgp6mh10c7z7z871ffo,,51.0,41819.0,635.4,32,nordeste,casado(a),outros,3,pix,15
NATALIA R.,feminino,i95zwislewz8ukfvne6b9lpu3wgprz,0064380655,41.0,59444.0,550.5,45,nordeste,divorciado(a),graduado,1,cartão de débito,7
LUIZ J.,feminino,3ez8kx6qteqacu92hvroes14qqwn9v,,22.0,39401.0,516.4,85,sudeste,viúvo(a),fundamental,0,boleto,8
CLAUDIA T.,feminino,1t03okcjle58l9m343e6b7okqq0bik,5699776279,33.0,66289.0,306.3,25,sul,divorciado(a),fundamental,0,cartão de crédito,6
LUCIANA G.,feminino,w544kzfof8oukq3rrt5gk3runqqodn,2882446900,,42995.0,506.1,28,sudeste,solteiro(a),médio,1,cartão de débito,18
APARECIDA A.,feminino,qvbs71r13rlsbfqejp8ezko70z6kid,4374397106,24.0,46591.0,217.8,28,sudeste,solteiro(a),fundamental,0,cartão de crédito,8
JESSICA Z.,feminino,jgrsqlvke1w5ukw4gnlqlzujbx0gwl,,30.0,72071.0,287.4,66,sudeste,solteiro(a),outros,0,cartão de crédito,15
LUANA D.,feminino,szobbirx1nl4aamzql4gfrlndo0q4i,,27.0,34100.0,580.4,48,nordeste,casado(a),,0,cartão de débito,15
MARIA K.,feminino,2x08k3ad6sfkecui0d0ovrw8lww8zm,2715598755,38.0,31883.0,371.2,24,sul,divorciado(a),outros,2,pix,0
FRANCISCA V.,feminino,ge8880xmmr0zr6qrjnu6668hao8kjn,8952073372,37.0,73694.0,387.9,22,sudeste,divorciado(a),graduado,0,boleto,12
CLAUDIA N.,feminino,zwcvb1ibtql0ouvwwl5cr9sso309s9,5262106616,44.0,57031.0,785.6,40,sudeste,divorciado(a),fundamental,0,cartão de débito,9
ROSANGELA I.,feminino,hot496338oir2o2autwkkm7f5i8a98,,54.0,95281.0,588.7,31,centro-oeste,solteiro(a),outros,1,transferência,0
ROSANGELA D.,feminino,6cgves9bnxeu1bgaksrcf38qzt24zj,,37.0,72233.0,374.8,57,centro-oeste,divorciado(a),outros,2,pix,1
VITORIA H.,feminino,suz1omj7kxspqi7bmxuj2a5an6rkb3,6420815202,33.0,34331.0,290.6,14,sudeste,divorciado(a),pós-graduado,1,cartão de débito,6
CRISTIANE P.,feminino,1wi7awtt2trvh0bmqrlgriorpmtbpt,,27.0,85085.0,294.9,72,sul,solteiro(a),médio,0,pix,0
LUCIANA S.,feminino,m7u9e2v645u9fm1kfgij7l23zjnieh,,39.0,62331.0,607.2,60,sudeste,viúvo(a),médio,0,cartão de crédito,0
LARISSA V.,feminino,u7ssvsl9uf4n54z8ktect5wmkk5ldi,5499113149,43.0,33884.0,415.5,60,sudeste,solteiro(a),graduado,1,cartão de débito,0
MARIANA T.,feminino,ijegdn46v9hkx5aj8w2m1jxb3hlz0p,,22.0,35103.0,218.5,27,nordeste,casado(a),médio,1,pix,6
DANIELA Q.,feminino,3ha6e7grwaud1ve5v9l2r29a2ogfv4,1787201935,31.0,53622.0,308.9,25,sudeste,viúvo(a),,2,boleto,0
RITA H.,feminino,opr0aeed4wpd1z3kwislqxr04eoia1,5204844287,37.0,58502.0,438.5,27,sudeste,solteiro(a),médio,1,pix,4
LUCIANA Q.,feminino,4mx63kxpor2c0em9438ko3daud21bi,,21.0,54358.0,225.8,19,nordeste,viúvo(a),graduado,1,boleto,0
ROSANGELA K.,feminino,rutv01k0e4cwh3xtnf4thh7se9h1ur,0218806962,,66825.0,321.4,31,sudeste,viúvo(a),fundamental,2,cartão de crédito,14
GABRIEL W.,feminino,ubg2nvbsiqwoxm4ez3dan1nv1or1tv,9745768339,42.0,68382.0,,40,sudeste,divorciado(a),,2,pix,4
BRUNA U.,feminino,9x6bqhu37p2vm9qv1c9t8me1bbtu1w,,40.0,61566.0,538.3,36,sudeste,casado(a),outros,1,cartão de débito,4
NATALIA O.,feminino,ngiucdw674q9cocozhlwg5parqlxdi,0407347897,24.0,71284.0,308.2,71,centro-oeste,solteiro(a),,1,cartão de crédito,7
VERA V.,feminino,gnbozovlep8ke83vzowp0e5azxmp1t,6619425759,,52358.0,617.0,62,nordeste,solteiro(a),graduado,2,cartão de crédito,0
ELIANE S.,feminino,204ahqhbfao13ihrehvr4epfn79i2z,,24.0,44709.0,265.9,28,sudeste,divorciado(a),outros,0,cartão de débito,18
MARCIA W.,feminino,7q6ccbxdkpa4wz9ztcupsgqv1j7pet,9821980075,20.0,54035.0,509.0,36,nordeste,divorciado(a),graduado,0,boleto,1
CARLA L.,feminino,hp88rkeg9i152hotil3fkoghge0tpp,4299333783,22.0,67282.0,271.2,20,nordeste,casado(a),fundamental,2,pix,0
RENATA N.,feminino,arka9idfr2234dld25nn87a4ve7c64,,27.0,57793.0,525.2,29,nordeste,solteiro(a),,0,cartão de crédito,0
LUIZ V.,feminino,oq6zgeilxotzm1z3ev59ebekem3xxa,2816861694,43.0,52026.0,467.1,40,nordeste,separado(a),graduado,1,cartão de crédito,7
ADRIANA J.,feminino,3u2aeor29ldmgawkq4m5uma8n9510p,5720670364,27.0,49262.0,518.9,25,sudeste,casado(a),médio,0,cartão de crédito,5
JOSE J.,feminino,sw0i2ol1mht1k8fe7zxtx2q8wihdrd,,34.0,45783.0,430.5,14,nordeste,casado(a),,1,cartão de débito,0
MARCIA M.,feminino,4encfep3nt0p16sa0583spwjsagcbt,9065428090,,64006.0,644.9,20,centro-oeste,divorciado(a),fundamental,2,cartão de débito,0
SONIA K.,feminino,lk9wre6ldnd6rwcu8uozoa3d268teh,,,133193.0,544.7,25,nordeste,casado(a),médio,0,pix,0
MARLENE R.,feminino,7z9kmkxjmii8sctablaem7w4w6qs15,7095487605,30.0,37274.0,666.7,32,sudeste,divorciado(a),fundamental,0,pix,14
BEATRIZ J.,feminino,rdrxd34s457lndiehfcn6wm2o21hnt,9046597305,42.0,63091.0,576.8,58,nordeste,casado(a),graduado,3,boleto,8
VANESSA T.,feminino,k4f2wx1u5tv66ue0ll95fmpp6vn51m,6898673590,24.0,41039.0,455.5,25,sudeste,divorciado(a),fundamental,1,boleto,10
BEATRIZ P.,feminino,zicvdzza1z313w3t43sbl38hgrn1ig,0187280853,43.0,32908.0,746.9,59,sudeste,divorciado(a),fundamental,0,cartão de débito,2
MANOEL U.,feminino,bxddtbvjezwl6xr3rr0h7b3lot8386,3123737567,46.0,75232.0,740.7,58,sudeste,casado(a),fundamental,1,cartão de débito,8
TEREZA R.,feminino,uj1ikh6ognx1u7s70r1sjav5jknor5,,38.0,62520.0,476.4,79,sul,viúvo(a),,1,cartão de débito,0
CAMILA Q.,feminino,5lmt0vxk7vmfieea0tl70bdjarpd9o,,53.0,56649.0,453.8,45,sudeste,solteiro(a),médio,0,cartão de débito,6
BRUNA H.,feminino,qjwqp7d00q71k44mqaclh5z0tptgtc,7741410012,42.0,82020.0,624.8,27,sul,casado(a),,3,cartão de débito,0
VERA O.,feminino,gfn36liemewh1unlie2zwr3ish23bh,,44.0,55893.0,514.5,28,nordeste,separado(a),fundamental,0,boleto,0
VITORIA X.,feminino,hl3xahaahiqhl5dqgpg5kkv0xaw3oz,1067106442,47.0,91179.0,812.1,34,nordeste,solteiro(a),pós-graduado,2,cartão de crédito,8
ADRIANA P.,feminino,ch9u0wb1e8f2ektdps38fsq38gh6ir,,30.0,52289.0,,24,sudeste,casado(a),fundamental,3,boleto,5
SIMONE Z.,feminino,cne5vcooi6am9g2eqlto7ltm8v31s3,,38.0,67472.0,494.7,49,norte,solteiro(a),graduado,2,transferência,16
JULIA V.,feminino,92lfe7kgd6cq71xtmpegsv80x4ofvs,6299211440,38.0,74756.0,519.1,66,sul,casado(a),,3,cartão de débito,16
JESSICA L.,feminino,cciws4cazn3fc4slvcfvqx2qt77s38,,38.0,60816.0,682.9,37,norte,divorciado(a),fundamental,1,cartão de crédito,6
JAQUELINE A.,feminino,8bab6jbfz7lv3oft8whr0q17h5edmq,3762916182,20.0,42271.0,496.1,26,nordeste,separado(a),graduado,1,cartão de crédito,0
ERICA K.,feminino,aes9h1s7joxh97h2hvpu9vpqsdmmra,3216716888,50.0,108842.0,515.7,37,norte,casado(a),fundamental,1,boleto,8
GABRIEL I.,feminino,6smghz7fg7fvmnxaneps6c6l2emm08,0938282984,28.0,31425.0,565.0,70,norte,casado(a),,1,transferência,0
CLAUDIA G.,feminino,bh32fnnj1o4kjk2jcx6589ig664dze,5513054577,46.0,39740.0,483.7,61,sudeste,casado(a),graduado,2,cartão de crédito,6
ANA K.,feminino,waukirkufcv01zkcjkp9lfxntzf6ul,5308551896,30.0,59134.0,496.9,53,sudeste,separado(a),outros,3,pix,3
CRISTIANE L.,feminino,p9c9lerkagmwhzcf246o3cwdbsuxmz,,40.0,93030.0,624.6,32,sudeste,divorciado(a),fundamental,0,cartão de débito,0
GABRIEL U.,feminino,fqz433oqodw2c9nwbwapkalumn4nuq,8949670386,56.0,88237.0,880.6,83,sudeste,casado(a),graduado,2,pix,0
SUELI U.,feminino,7g4x424panlr9aj5bj59hre9kopjn7,5240174146,42.0,38106.0,407.5,23,sudeste,divorciado(a),,0,cartão de débito,0
GABRIEL E.,feminino,c2da4qjsxc143hrmxkcv7wowd3mtew,4973997147,49.0,70941.0,823.4,73,nordeste,solteiro(a),,0,cartão de débito,12
DANIELA D.,feminino,oni8k66tikhodo5hiifwmh1pixsm4m,,24.0,61119.0,501.3,21,sul,divorciado(a),outros,1,cartão de crédito,0
RITA O.,feminino,a1tei35t4b7d0gjarhco8rvcgj1vug,,35.0,46788.0,518.8,53,nordeste,casado(a),pós-graduado,0,cartão de crédito,0
MARCIA V.,feminino,ij1m7mm7m9xuxitx3qmwk214z1ds9p,,30.0,25250.0,298.0,35,nordeste,solteiro(a),outros,3,cartão de débito,11
ELIAS C.,feminino,av0i887sca8cstrgsx6v9ex1s0dsoj,,27.0,61497.0,623.5,22,sudeste,divorciado(a),médio,0,cartão de crédito,0
CLAUDIA Q.,feminino,lad0kgk348a0j7evj27lmt9jfrqb31,4654247981,41.0,71550.0,592.2,39,sudeste,separado(a),graduado,1,boleto,6
JOSEFA N.,feminino,xmvr8ir96dumatqptsg0goxqczghp2,,30.0,31570.0,635.5,34,centro-oeste,solteiro(a),fundamental,1,cartão de débito,0
ROSA A.,feminino,i83ks7x92epvo4jz4r491jfbqnka64,9902596751,34.0,32442.0,472.4,51,nordeste,divorciado(a),fundamental,1,boleto,1
ADRIANA P.,feminino,joa2kq1gtxvihqboxebcgl96l6bnot,4101691584,20.0,77738.0,299.4,34,sudeste,solteiro(a),outros,1,cartão de débito,0
GABRIELA Z.,feminino,pqzhogaxpfquq4l091n537b8lo86xl,9575356319,,70064.0,570.7,39,nordeste,casado(a),médio,0,boleto,19
BRUNA O.,feminino,2e0zdhzoxmepwii9g80alnjaw4sb0c,,27.0,26901.0,,31,sudeste,casado(a),médio,0,cartão de débito,7
CLAUDIA Q.,feminino,2abeqz29uzn3u7m19difclratoznf2,4311638458,27.0,61215.0,,36,sul,casado(a),pós-graduado,0,cartão de débito,7
AMANDA G.,feminino,irrhmjh6xahvc3qo3l8tcl75v1h29j,2384265502,27.0,44040.0,340.9,27,nordeste,solteiro(a),médio,2,cartão de crédito,6
LUIZ A.,feminino,u3okaqo50c5z42bg5rii909tlk9z7m,,43.0,76074.0,692.2,46,sudeste,separado(a),graduado,1,boleto,6
NATALIA H.,feminino,qjuft06uo7ov2t3q0g6dguv1025eka,2764947755,27.0,25849.0,438.9,36,sudeste,divorciado(a),fundamental,2,cartão de débito,3
GABRIELA V.,feminino,vo16kgx6hifo0w2cc406ucz62rr5i5,3524762074,38.0,76219.0,720.0,63,sudeste,solteiro(a),,2,boleto,9
